[2026-02-09 20:26:18] 🥳 Nila Command Center running at http://0.0.0.0:5555
[2026-02-09 20:26:18]    Using OpenClaw CLI for gateway data
[2026-02-10 10:24:37] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:24:37] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:24:40] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:24:43] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:24:43] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:24:44] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:25:07] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:25:07] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:25:07] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:25:07] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:25:07] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:25:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:25:12] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:25:12] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:25:12] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:36:03] [Proxy] "GET /proxy/dashboard/settings HTTP/1.1" 200 -
[2026-02-10 10:36:03] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:36:03] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:36:03] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:36:03] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:36:03] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:36:06] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:36:08] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:36:08] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:36:09] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:36:34] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:36:34] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:36:34] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:36:34] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:36:37] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:36:39] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:36:39] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:36:40] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:36:44] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:37:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:37:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:37:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:37:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:37:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:37:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:37:09] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:37:09] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:37:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:37:34] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:37:34] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:37:34] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:37:34] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:37:34] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:37:37] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:37:39] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:37:39] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:37:40] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:38:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:38:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:38:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:38:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:38:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:38:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:38:09] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:38:09] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:38:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:38:34] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:38:34] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:38:34] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:38:34] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:38:34] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:38:37] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:38:39] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:38:39] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:38:40] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:39:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:39:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:39:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:39:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:39:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:39:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:39:09] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:39:09] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:39:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:39:40] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:39:40] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:39:40] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:39:40] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:39:40] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:39:45] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:39:47] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:39:47] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:39:48] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:40:40] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:40:40] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:40:40] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:40:40] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:40:40] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:40:43] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:40:45] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:40:45] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:40:46] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:41:40] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:41:40] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:41:40] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:41:40] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:41:40] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:41:43] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:41:45] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:41:46] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:41:46] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:42:40] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:42:40] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:42:40] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:42:40] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:42:40] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:42:43] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:42:46] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:42:46] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:42:47] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:43:40] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:43:40] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:43:40] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:43:40] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:43:40] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:43:43] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:43:46] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:43:46] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:43:47] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:44:40] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:44:40] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:44:40] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:44:40] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:44:40] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:44:43] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:44:45] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:44:45] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:44:46] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:45:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:45:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:45:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:45:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:45:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:45:08] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:45:10] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:45:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:45:11] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:45:34] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:45:34] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:45:34] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:45:34] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:45:34] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:45:37] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:45:39] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:45:39] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:45:40] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:46:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:46:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:46:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:46:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:46:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:46:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:46:09] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:46:09] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:46:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:46:40] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:46:40] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:46:40] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:46:40] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:46:40] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:46:43] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:46:45] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:46:45] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:46:45] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:47:40] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:47:40] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:47:40] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:47:40] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:47:40] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:47:43] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:47:45] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:47:45] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:47:46] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:48:40] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:48:40] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:48:40] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:48:40] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:48:40] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:48:43] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:48:45] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:48:45] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:48:45] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:49:40] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:49:40] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:49:40] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:49:40] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:49:40] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:49:43] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:49:45] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:49:45] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:49:46] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:50:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:50:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:50:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:50:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:50:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:50:07] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:50:09] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:50:09] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:50:10] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:50:34] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:50:34] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:50:34] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:50:34] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:50:34] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:50:37] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:50:39] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:50:39] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:50:40] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:51:40] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:51:40] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:51:40] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:51:40] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:51:40] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:51:43] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:51:45] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:51:45] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:51:46] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:52:40] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:52:40] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:52:40] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:52:40] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:52:40] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:52:43] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:52:45] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:52:45] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:52:46] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:53:40] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:53:40] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:53:40] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:53:40] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:53:40] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:53:43] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:53:45] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:53:45] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:53:46] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:54:40] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:54:40] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:54:40] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:54:40] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:54:40] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:54:43] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:54:45] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:54:45] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:54:46] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:55:40] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:55:40] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:55:40] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:55:40] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:55:40] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:55:43] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:55:45] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:55:45] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:55:46] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:56:04] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:56:04] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:56:04] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:56:04] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:56:04] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:56:06] [Proxy] "GET /proxy/dashboard/settings HTTP/1.1" 200 -
[2026-02-10 10:56:06] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:56:06] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:56:06] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:56:06] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:56:06] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:56:08] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:56:10] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:56:11] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:56:11] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:56:13] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:56:13] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:56:14] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:56:36] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:56:36] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:56:36] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:56:36] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:56:36] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
[2026-02-10 10:56:41] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:56:44] [Proxy] "GET /proxy/openclaw/cron HTTP/1.1" 200 -
[2026-02-10 10:56:44] [Proxy] "GET /proxy/openclaw/health HTTP/1.1" 200 -
[2026-02-10 10:56:44] [Proxy] "GET /proxy/openclaw/sessions HTTP/1.1" 200 -
[2026-02-10 10:57:06] [Proxy] "GET /proxy/openclaw/notes HTTP/1.1" 200 -
[2026-02-10 10:57:06] [Proxy] "GET /proxy/openclaw/history HTTP/1.1" 200 -
[2026-02-10 10:57:06] [Proxy] "GET /proxy/usage HTTP/1.1" 200 -
[2026-02-10 10:57:06] [Proxy] "GET /proxy/ollama HTTP/1.1" 200 -
[2026-02-10 10:57:06] [Proxy] "GET /proxy/blog/posts HTTP/1.1" 200 -
